r, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5
34.05, -0.622495, -0.000520793, -0.227528, -0.63394, -0.0988286
34.06, -0.625106, -0.00682429, -0.232594, -0.636138, -0.0990315
34.07, -0.627635, -0.0131258, -0.237628, -0.638251, -0.0992214
34.08, -0.630083, -0.0194245, -0.242631, -0.64028, -0.0993983
34.09, -0.632449, -0.0257197, -0.247602, -0.642226, -0.0995623
34.1, -0.634732, -0.0320106, -0.25254, -0.644086, -0.0997131
34.11, -0.636932, -0.0382963, -0.257444, -0.645862, -0.099851
34.12, -0.63905, -0.0445762, -0.262315, -0.647553, -0.0999758
34.13, -0.641084, -0.0508495, -0.26715, -0.649159, -0.100088
34.14, -0.643035, -0.0571153, -0.271951, -0.65068, -0.100186
34.15, -0.644902, -0.063373, -0.276715, -0.652116, -0.100272
34.16, -0.646685, -0.0696217, -0.281443, -0.653466, -0.100344
34.17, -0.648384, -0.0758608, -0.286134, -0.654731, -0.100404
34.18, -0.649998, -0.0820893, -0.290787, -0.655909, -0.10045
34.19, -0.651528, -0.0883066, -0.295402, -0.657002, -0.100483
34.2, -0.652972, -0.0945119, -0.299979, -0.65801, -0.100504
34.21, -0.654332, -0.100704, -0.304516, -0.658931, -0.100511
34.22, -0.655606, -0.106883, -0.309013, -0.659766, -0.100505
34.23, -0.656795, -0.113048, -0.31347, -0.660515, -0.100486
34.24, -0.657898, -0.119198, -0.317886, -0.661178, -0.100454
34.25, -0.658915, -0.125332, -0.32226, -0.661755, -0.100409
34.26, -0.659846, -0.131449, -0.326593, -0.662246, -0.100351
34.27, -0.660691, -0.137549, -0.330883, -0.66265, -0.10028
34.28, -0.66145, -0.143631, -0.33513, -0.662968, -0.100196
34.29, -0.662123, -0.149694, -0.339333, -0.663201, -0.100099
34.3, -0.662709, -0.155738, -0.343492, -0.663347, -0.099989
34.31, -0.663209, -0.161762, -0.347607, -0.663406, -0.0998662
34.32, -0.663623, -0.167764, -0.351677, -0.66338, -0.0997304
34.33, -0.663949, -0.173745, -0.355701, -0.663268, -0.0995818
34.34, -0.66419, -0.179703, -0.359679, -0.66307, -0.0994203
34.35, -0.664343, -0.185638, -0.363611, -0.662786, -0.099246
34.36, -0.66441, -0.19155, -0.367495, -0.662416, -0.099059
34.37, -0.66439, -0.197436, -0.371332, -0.661961, -0.0988591
34.38, -0.664283, -0.203298, -0.375122, -0.66142, -0.0986466
34.39, -0.66409, -0.209133, -0.378863, -0.660793, -0.0984213
34.4, -0.663809, -0.214941, -0.382555, -0.660082, -0.0981834
34.41, -0.663443, -0.220722, -0.386198, -0.659285, -0.0979329
34.42, -0.662989, -0.226475, -0.389791, -0.658403, -0.0976698
34.43, -0.662449, -0.232199, -0.393334, -0.657436, -0.0973942
34.44, -0.661823, -0.237893, -0.396826, -0.656385, -0.0971061
34.45, -0.66111, -0.243557, -0.400268, -0.655249, -0.0968056
34.46, -0.66031, -0.24919, -0.403658, -0.654029, -0.0964926
34.47, -0.659425, -0.254792, -0.406996, -0.652725, -0.0961673
34.48, -0.658453, -0.260361, -0.410283, -0.651337, -0.0958297
34.49, -0.657395, -0.265897, -0.413516, -0.649865, -0.0954799
34.5, -0.656251, -0.271399, -0.416697, -0.64831, -0.0951178
34.51, -0.655022, -0.276867, -0.419824, -0.646672, -0.0947436
34.52, -0.653707, -0.2823, -0.422898, -0.644951, -0.0943573
34.53, -0.652306, -0.287697, -0.425918, -0.643148, -0.093959
34.54, -0.650821, -0.293058, -0.428883, -0.641262, -0.0935487
34.55, -0.64925, -0.298382, -0.431793, -0.639294, -0.0931265
34.56, -0.647594, -0.303668, -0.434648, -0.637245, -0.0926925
34.57, -0.645854, -0.308916, -0.437448, -0.635114, -0.0922466
34.58, -0.644029, -0.314125, -0.440192, -0.632902, -0.091789
34.59, -0.64212, -0.319294, -0.44288, -0.630609, -0.0913198
34.6, -0.640127, -0.324423, -0.445512, -0.628236, -0.090839
34.61, -0.63805, -0.329512, -0.448086, -0.625783, -0.0903466
34.62, -0.63589, -0.334558, -0.450604, -0.62325, -0.0898428
34.63, -0.633647, -0.339563, -0.453064, -0.620638, -0.0893276
34.64, -0.631321, -0.344525, -0.455467, -0.617947, -0.0888011
34.65, -0.628912, -0.349443, -0.457812, -0.615177, -0.0882633
34.66, -0.626421, -0.354318, -0.460098, -0.612329, -0.0877144
34.67, -0.623848, -0.359148, -0.462327, -0.609404, -0.0871544
34.68, -0.621193, -0.363933, -0.464496, -0.606401, -0.0865834
34.69, -0.618458, -0.368672, -0.466606, -0.603321, -0.0860015
34.7, -0.615641, -0.373365, -0.468657, -0.600165, -0.0854087
34.71, -0.612743, -0.378011, -0.470649, -0.596933, -0.0848051
34.72, -0.609766, -0.38261, -0.472581, -0.593625, -0.0841909
34.73, -0.606708, -0.387161, -0.474453, -0.590242, -0.0835661
34.74, -0.603572, -0.391663, -0.476265, -0.586785, -0.0829307
34.75, -0.600356, -0.396116, -0.478016, -0.583253, -0.0822849
34.76, -0.597061, -0.400519, -0.479707, -0.579648, -0.0816288
34.77, -0.593689, -0.404872, -0.481338, -0.57597, -0.0809624
34.78, -0.590238, -0.409174, -0.482907, -0.572219, -0.0802859
34.79, -0.586711, -0.413425, -0.484415, -0.568395, -0.0795993
34.8, -0.583106, -0.417624, -0.485862, -0.564501, -0.0789027
34.81, -0.579426, -0.421771, -0.487247, -0.560535, -0.0781962
34.82, -0.575669, -0.425865, -0.48857, -0.556499, -0.07748
34.83, -0.571837, -0.429906, -0.489832, -0.552392, -0.076754
34.84, -0.56793, -0.433892, -0.491032, -0.548217, -0.0760185
34.85, -0.563948, -0.437825, -0.49217, -0.543972, -0.0752735
34.86, -0.559893, -0.441702, -0.493245, -0.53966, -0.074519
34.87, -0.555764, -0.445524, -0.494258, -0.535279, -0.0737553
34.88, -0.551563, -0.449291, -0.495209, -0.530832, -0.0729824
34.89, -0.547289, -0.453, -0.496097, -0.526318, -0.0722004
34.9, -0.542944, -0.456654, -0.496923, -0.521738, -0.0714094
34.91, -0.538527, -0.46025, -0.497685, -0.517092, -0.0706095
34.92, -0.53404, -0.463788, -0.498385, -0.512382, -0.0698009
34.93, -0.529483, -0.467268, -0.499022, -0.507609, -0.0689835
34.94, -0.524856, -0.47069, -0.499596, -0.502771, -0.0681577
34.95, -0.520161, -0.474052, -0.500107, -0.497871, -0.0673233
34.96, -0.515397, -0.477355, -0.500554, -0.492909, -0.0664806
34.97, -0.510566, -0.480599, -0.500939, -0.487885, -0.0656297
34.98, -0.505668, -0.483782, -0.50126, -0.482801, -0.0647707
34.99, -0.500703, -0.486904, -0.501518, -0.477656, -0.0639036
35, -0.495673, -0.489965, -0.501712, -0.472452, -0.0630287
35.01, -0.490578, -0.492965, -0.501844, -0.467189, -0.062146
35.02, -0.485419, -0.495903, -0.501912, -0.461869, -0.0612556
35.03, -0.480196, -0.498779, -0.501916, -0.45649, -0.0603576
35.04, -0.474909, -0.501592, -0.501858, -0.451055, -0.0594522
35.05, -0.469561, -0.504343, -0.501736, -0.445565, -0.0585395
35.06, -0.464151, -0.50703, -0.50155, -0.440018, -0.0576196
35.07, -0.45868, -0.509653, -0.501302, -0.434418, -0.0566926
35.08, -0.453149, -0.512212, -0.50099, -0.428763, -0.0557587
35.09, -0.447558, -0.514707, -0.500615, -0.423056, -0.0548179
35.1, -0.441909, -0.517138, -0.500176, -0.417296, -0.0538704
35.11, -0.436202, -0.519503, -0.499675, -0.411485, -0.0529163
35.12, -0.430437, -0.521803, -0.499111, -0.405622, -0.0519558
35.13, -0.424616, -0.524038, -0.498483, -0.39971, -0.0509888
35.14, -0.41874, -0.526206, -0.497793, -0.393748, -0.0500157
35.15, -0.412808, -0.528309, -0.49704, -0.387738, -0.0490364
35.16, -0.406822, -0.530344, -0.496224, -0.38168, -0.0480512
35.17, -0.400783, -0.532314, -0.495345, -0.375575, -0.0470601
35.18, -0.394691, -0.534216, -0.494404, -0.369424, -0.0460633
35.19, -0.388547, -0.536051, -0.493401, -0.363227, -0.0450609
35.2, -0.382352, -0.537818, -0.492335, -0.356986, -0.044053
35.21, -0.376107, -0.539518, -0.491207, -0.3507, -0.0430398
35.22, -0.369812, -0.54115, -0.490017, -0.344372, -0.0420214
35.23, -0.363469, -0.542713, -0.488765, -0.338002, -0.0409979
35.24, -0.357079, -0.544208, -0.487451, -0.33159, -0.0399694
35.25, -0.350641, -0.545634, -0.486076, -0.325137, -0.0389361
35.26, -0.344157, -0.546992, -0.48464, -0.318645, -0.0378981
35.27, -0.337628, -0.54828, -0.483142, -0.312114, -0.0368556
35.28, -0.331055, -0.5495, -0.481583, -0.305544, -0.0358086
35.29, -0.324438, -0.55065, -0.479963, -0.298938, -0.0347574
35.3, -0.317778, -0.55173, -0.478282, -0.292294, -0.0337019
35.31, -0.311077, -0.55274, -0.476541, -0.285615, -0.0326425
35.32, -0.304335, -0.553681, -0.47474, -0.278902, -0.0315791
35.33, -0.297553, -0.554552, -0.472878, -0.272154, -0.030512
35.34, -0.290732, -0.555352, -0.470957, -0.265373, -0.0294412
35.35, -0.283872, -0.556082, -0.468976, -0.25856, -0.028367
35.36, -0.276975, -0.556742, -0.466936, -0.251716, -0.0272894
35.37, -0.270042, -0.557331, -0.464837, -0.244841, -0.0262085
35.38, -0.263073, -0.557849, -0.462678, -0.237937, -0.0251246
35.39, -0.25607, -0.558297, -0.460461, -0.231003, -0.0240377
35.4, -0.249033, -0.558674, -0.458186, -0.224042, -0.022948
35.41, -0.241963, -0.55898, -0.455853, -0.217053, -0.0218556
35.42, -0.234861, -0.559215, -0.453461, -0.210039, -0.0207607
35.43, -0.227729, -0.559379, -0.451013, -0.202999, -0.0196634
35.44, -0.220566, -0.559472, -0.448507, -0.195935, -0.0185638
35.45, -0.213374, -0.559494, -0.445944, -0.188847, -0.017462
35.46, -0.206155, -0.559444, -0.443324, -0.181736, -0.0163583
35.47, -0.198908, -0.559323, -0.440648, -0.174604, -0.0152527
35.48, -0.191635, -0.559132, -0.437916, -0.16745, -0.0141453
35.49, -0.184337, -0.558868, -0.435129, -0.160277, -0.0130364
35.5, -0.177014, -0.558534, -0.432286, -0.153085, -0.011926
35.51, -0.169668, -0.558129, -0.429388, -0.145874, -0.0108144
35.52, -0.1623, -0.557652, -0.426435, -0.138646, -0.00970152
35.53, -0.15491, -0.557104, -0.423428, -0.131402, -0.00858763
35.54, -0.1475, -0.556485, -0.420367, -0.124142, -0.00747285
35.55, -0.140071, -0.555794, -0.417253, -0.116867, -0.00635732
35.56, -0.132623, -0.555033, -0.414085, -0.109579, -0.00524116
35.57, -0.125157, -0.554201, -0.410865, -0.102278, -0.00412452
35.58, -0.117675, -0.553297, -0.407592, -0.0949645, -0.00300753
35.59, -0.110178, -0.552323, -0.404267, -0.0876404, -0.00189034
35.6, -0.102666, -0.551278, -0.40089, -0.0803062, -0.00077308
35.61, -0.0951403, -0.550163, -0.397462, -0.0729628, 0.000344111
35.62, -0.0876021, -0.548977, -0.393983, -0.065611, 0.00146109
35.63, -0.0800523, -0.54772, -0.390454, -0.0582519, 0.00257773
35.64, -0.0724919, -0.546393, -0.386875, -0.0508863, 0.00369389
35.65, -0.0649218, -0.544996, -0.383246, -0.0435151, 0.00480942
35.66, -0.0573432, -0.543528, -0.379569, -0.0361392, 0.0059242
35.67, -0.049757, -0.541991, -0.375842, -0.0287595, 0.00703809
35.68, -0.0421641, -0.540384, -0.372067, -0.021377, 0.00815094
35.69, -0.0345657, -0.538707, -0.368245, -0.0139926, 0.00926262
35.7, -0.0269625, -0.536961, -0.364375, -0.00660707, 0.010373
35.71, -0.0193558, -0.535146, -0.360458, 0.000778553, 0.0114819
35.72, -0.0117464, -0.533261, -0.356495, 0.0081634, 0.0125893
35.73, -0.00413545, -0.531308, -0.352486, 0.0155466, 0.0136949
35.74, 0.00347617, -0.529286, -0.348432, 0.0229271, 0.0147987
35.75, 0.0110874, -0.527195, -0.344332, 0.0303042, 0.0159005
35.76, 0.0186973, -0.525037, -0.340188, 0.0376768, 0.0170002
35.77, 0.0263048, -0.52281, -0.336001, 0.0450441, 0.0180977
35.78, 0.033909, -0.520515, -0.331769, 0.0524053, 0.0191927
35.79, 0.0415087, -0.518153, -0.327495, 0.0597593, 0.0202852
35.8, 0.0491031, -0.515724, -0.323179, 0.0671052, 0.0213751
35.81, 0.0566912, -0.513228, -0.31882, 0.0744423, 0.0224622
35.82, 0.0642719, -0.510665, -0.314421, 0.0817695, 0.0235463
35.83, 0.0718442, -0.508036, -0.30998, 0.0890859, 0.0246274
35.84, 0.0794072, -0.50534, -0.305499, 0.0963908, 0.0257053
35.85, 0.0869598, -0.502579, -0.300979, 0.103683, 0.0267799
35.86, 0.0945011, -0.499752, -0.296419, 0.110962, 0.027851
35.87, 0.10203, -0.49686, -0.29182, 0.118227, 0.0289185
35.88, 0.109546, -0.493904, -0.287184, 0.125476, 0.0299823
35.89, 0.117047, -0.490882, -0.28251, 0.132709, 0.0310423
35.9, 0.124533, -0.487797, -0.277799, 0.139926, 0.0320983
35.91, 0.132003, -0.484647, -0.273052, 0.147124, 0.0331502
35.92, 0.139456, -0.481435, -0.268269, 0.154304, 0.0341979
35.93, 0.14689, -0.478159, -0.26345, 0.161464, 0.0352412
35.94, 0.154305, -0.47482, -0.258597, 0.168604, 0.03628
35.95, 0.1617, -0.471419, -0.253711, 0.175722, 0.0373142
35.96, 0.169074, -0.467956, -0.24879, 0.182818, 0.0383436
35.97, 0.176425, -0.464432, -0.243837, 0.189891, 0.0393682
35.98, 0.183754, -0.460847, -0.238852, 0.196939, 0.0403878
35.99, 0.191058, -0.457201, -0.233835, 0.203963, 0.0414022
36, 0.198338, -0.453494, -0.228787, 0.210962, 0.0424115
36.01, 0.205591, -0.449728, -0.223709, 0.217933, 0.0434153
36.02, 0.212818, -0.445902, -0.218601, 0.224877, 0.0444137
36.03, 0.220016, -0.442018, -0.213463, 0.231793, 0.0454064
36.04, 0.227186, -0.438075, -0.208298, 0.23868, 0.0463934
36.05, 0.234326, -0.434074, -0.203104, 0.245537, 0.0473746
36.06, 0.241436, -0.430015, -0.197884, 0.252363, 0.0483498
36.07, 0.248514, -0.4259, -0.192637, 0.259157, 0.0493189
36.08, 0.255559, -0.421727, -0.187364, 0.265919, 0.0502817
36.09, 0.262571, -0.417499, -0.182065, 0.272648, 0.0512383
36.1, 0.269548, -0.413216, -0.176742, 0.279342, 0.0521884
36.11, 0.27649, -0.408877, -0.171395, 0.286001, 0.0531319
36.12, 0.283396, -0.404484, -0.166025, 0.292625, 0.0540687
36.13, 0.290265, -0.400037, -0.160632, 0.299212, 0.0549988
36.14, 0.297095, -0.395536, -0.155218, 0.305761, 0.0559219
36.15, 0.303887, -0.390982, -0.149782, 0.312272, 0.056838
36.16, 0.310639, -0.386377, -0.144325, 0.318744, 0.057747
36.17, 0.31735, -0.381719, -0.138849, 0.325177, 0.0586487
36.18, 0.324019, -0.37701, -0.133353, 0.331568, 0.0595431
36.19, 0.330646, -0.372251, -0.127839, 0.337919, 0.06043
36.2, 0.33723, -0.367442, -0.122306, 0.344227, 0.0613093
36.21, 0.343769, -0.362583, -0.116757, 0.350492, 0.0621809
36.22, 0.350264, -0.357675, -0.111191, 0.356713, 0.0630447
36.23, 0.356712, -0.352719, -0.10561, 0.362889, 0.0639007
36.24, 0.363114, -0.347715, -0.100013, 0.369021, 0.0647486
36.25, 0.369468, -0.342665, -0.0944022, 0.375106, 0.0655884
36.26, 0.375774, -0.337568, -0.0887776, 0.381145, 0.06642
36.27, 0.38203, -0.332425, -0.0831399, 0.387135, 0.0672433
36.28, 0.388237, -0.327237, -0.07749, 0.393078, 0.0680581
36.29, 0.394392, -0.322005, -0.0718286, 0.398971, 0.0688644
36.3, 0.400496, -0.316729, -0.0661563, 0.404815, 0.0696622
36.31, 0.406547, -0.311409, -0.0604739, 0.410608, 0.0704511
36.32, 0.412545, -0.306048, -0.0547821, 0.41635, 0.0712313
36.33, 0.418488, -0.300644, -0.0490817, 0.42204, 0.0720026
36.34, 0.424377, -0.295199, -0.0433732, 0.427677, 0.0727648
36.35, 0.430211, -0.289714, -0.0376576, 0.433261, 0.0735179
36.36, 0.435987, -0.284189, -0.0319354, 0.438791, 0.0742618
36.37, 0.441707, -0.278625, -0.0262074, 0.444266, 0.0749965
36.38, 0.447369, -0.273022, -0.0204744, 0.449686, 0.0757217
36.39, 0.452972, -0.267382, -0.014737, 0.455049, 0.0764375
36.4, 0.458516, -0.261705, -0.00899601, 0.460356, 0.0771437
36.41, 0.463999, -0.255991, -0.00325216, 0.465605, 0.0778403
36.42, 0.469422, -0.250242, 0.00249384, 0.470796, 0.0785271
36.43, 0.474783, -0.244458, 0.00824125, 0.475928, 0.0792041
36.44, 0.480082, -0.238641, 0.0139893, 0.481001, 0.0798712
36.45, 0.485318, -0.232789, 0.0197374, 0.486014, 0.0805282
36.46, 0.490491, -0.226906, 0.0254846, 0.490966, 0.0811752
36.47, 0.495599, -0.22099, 0.0312303, 0.495856, 0.0818121
36.48, 0.500642, -0.215044, 0.0369737, 0.500685, 0.0824387
36.49, 0.505619, -0.209067, 0.0427142, 0.505451, 0.0830549
36.5, 0.51053, -0.20306, 0.0484508, 0.510154, 0.0836608
36.51, 0.515375, -0.197025, 0.0541831, 0.514793, 0.0842562
36.52, 0.520151, -0.190962, 0.0599101, 0.519367, 0.084841
36.53, 0.52486, -0.184872, 0.0656311, 0.523877, 0.0854153
36.54, 0.529499, -0.178755, 0.0713455, 0.528321, 0.0859788
36.55, 0.53407, -0.172612, 0.0770524, 0.532699, 0.0865315
36.56, 0.53857, -0.166445, 0.0827512, 0.537011, 0.0870734
36.57, 0.542999, -0.160254, 0.088441, 0.541255, 0.0876044
36.58, 0.547358, -0.154039, 0.0941213, 0.545431, 0.0881244
36.59, 0.551645, -0.147802, 0.0997911, 0.549539, 0.0886334
36.6, 0.555859, -0.141544, 0.10545, 0.553579, 0.0891313
36.61, 0.560001, -0.135264, 0.111097, 0.557548, 0.0896179
36.62, 0.564069, -0.128965, 0.116731, 0.561448, 0.0900934
36.63, 0.568063, -0.122646, 0.122352, 0.565278, 0.0905575
36.64, 0.571983, -0.116309, 0.127959, 0.569036, 0.0910103
36.65, 0.575827, -0.109954, 0.133551, 0.572724, 0.0914516
36.66, 0.579597, -0.103583, 0.139128, 0.576339, 0.0918815
36.67, 0.58329, -0.0971962, 0.144688, 0.579882, 0.0922998
36.68, 0.586907, -0.0907941, 0.150232, 0.583352, 0.0927065
36.69, 0.590447, -0.0843778, 0.155758, 0.586749, 0.0931016
36.7, 0.59391, -0.0779482, 0.161265, 0.590072, 0.093485
36.71, 0.597295, -0.0715061, 0.166753, 0.593321, 0.0938566
36.72, 0.600601, -0.0650524, 0.172221, 0.596496, 0.0942165
36.73, 0.603829, -0.0585878, 0.177669, 0.599595, 0.0945645
36.74, 0.606978, -0.0521133, 0.183096, 0.602619, 0.0949006
36.75, 0.610047, -0.0456297, 0.1885, 0.605567, 0.0952247
36.76, 0.613037, -0.0391379, 0.193882, 0.608439, 0.0955369
36.77, 0.615946, -0.0326387, 0.19924, 0.611234, 0.095837
36.78, 0.618774, -0.026133, 0.204574, 0.613953, 0.0961251
36.79, 0.621521, -0.0196217, 0.209884, 0.616593, 0.096401
36.8, 0.624187, -0.0131056, 0.215167, 0.619156, 0.0966648
36.81, 0.626771, -0.00658553, 0.220425, 0.621641, 0.0969165
36.82, 0.629273, -6.24408e-05, 0.225655, 0.624048, 0.0971559
36.83, 0.631693, 0.00646283, 0.230858, 0.626376, 0.097383
36.84, 0.63403, 0.0129894, 0.236033, 0.628624, 0.0975979
36.85, 0.636284, 0.0195164, 0.241178, 0.630794, 0.0978004
36.86, 0.638454, 0.026043, 0.246294, 0.632883, 0.0979906
36.87, 0.640541, 0.0325683, 0.251379, 0.634892, 0.0981684
36.88, 0.642544, 0.0390914, 0.256434, 0.636822, 0.0983338
36.89, 0.644463, 0.0456114, 0.261456, 0.63867, 0.0984868
36.9, 0.646298, 0.0521275, 0.266446, 0.640438, 0.0986273
36.91, 0.648048, 0.0586388, 0.271403, 0.642124, 0.0987553
36.92, 0.649713, 0.0651444, 0.276327, 0.64373, 0.0988709
36.93, 0.651293, 0.0716435, 0.281215, 0.645253, 0.0989739
36.94, 0.652788, 0.0781351, 0.286069, 0.646695, 0.0990644
36.95, 0.654197, 0.0846184, 0.290887, 0.648054, 0.0991423
36.96, 0.655521, 0.0910926, 0.295668, 0.649332, 0.0992077
36.97, 0.656759, 0.0975566, 0.300413, 0.650527, 0.0992605
36.98, 0.657911, 0.10401, 0.30512, 0.651639, 0.0993007
36.99, 0.658976, 0.110451, 0.309788, 0.652668, 0.0993283
37, 0.659956, 0.11688, 0.314417, 0.653615, 0.0993432
37.01, 0.660849, 0.123295, 0.319007, 0.654478, 0.0993456
37.02, 0.661656, 0.129696, 0.323557, 0.655258, 0.0993353
37.03, 0.662377, 0.136081, 0.328066, 0.655954, 0.0993124
37.04, 0.66301, 0.14245, 0.332533, 0.656567, 0.0992769
37.05, 0.663557, 0.148803, 0.336958, 0.657096, 0.0992287
37.06, 0.664017, 0.155137, 0.341341, 0.657541, 0.0991679
37.07, 0.66439, 0.161453, 0.34568, 0.657903, 0.0990945
37.08, 0.664677, 0.167749, 0.349976, 0.65818, 0.0990084
37.09, 0.664876, 0.174024, 0.354227, 0.658373, 0.0989097
37.1, 0.664989, 0.180278, 0.358433, 0.658482, 0.0987984
37.11, 0.665014, 0.18651, 0.362593, 0.658507, 0.0986745
37.12, 0.664953, 0.192719, 0.366708, 0.658448, 0.098538
37.13, 0.664804, 0.198904, 0.370775, 0.658304, 0.0983889
37.14, 0.664569, 0.205065, 0.374795, 0.658076, 0.0982272
37.15, 0.664247, 0.2112, 0.378767, 0.657763, 0.0980529
37.16, 0.663838, 0.217308, 0.382691, 0.657366, 0.0978661
37.17, 0.663342, 0.223389, 0.386566, 0.656885, 0.0976668
37.18, 0.66276, 0.229442, 0.390391, 0.656319, 0.097455
37.19, 0.66209, 0.235466, 0.394167, 0.655669, 0.0972306
37.2, 0.661335, 0.24146, 0.397891, 0.654935, 0.0969939
37.21, 0.660493, 0.247424, 0.401565, 0.654117, 0.0967446
37.22, 0.659564, 0.253357, 0.405187, 0.653214, 0.0964829
37.23, 0.65855, 0.259257, 0.408757, 0.652227, 0.0962089
37.24, 0.657449, 0.265124, 0.412274, 0.651157, 0.0959225
37.25, 0.656263, 0.270957, 0.415739, 0.650002, 0.0956237
37.26, 0.65499, 0.276756, 0.419149, 0.648763, 0.0953127
37.27, 0.653633, 0.282519, 0.422506, 0.647441, 0.0949893
37.28, 0.652189, 0.288245, 0.425808, 0.646035, 0.0946538
37.29, 0.650661, 0.293935, 0.429055, 0.644545, 0.094306
37.3, 0.649048, 0.299587, 0.432246, 0.642973, 0.0939461
37.31, 0.64735, 0.305201, 0.435382, 0.641317, 0.093574
37.32, 0.645567, 0.310775, 0.438461, 0.639578, 0.0931899
37.33, 0.6437, 0.316308, 0.441483, 0.637756, 0.0927937
37.34, 0.641749, 0.321801, 0.444449, 0.635851, 0.0923855
37.35, 0.639714, 0.327252, 0.447356, 0.633864, 0.0919654
37.36, 0.637596, 0.332661, 0.450206, 0.631795, 0.0915334
37.37, 0.635395, 0.338026, 0.452997, 0.629643, 0.0910895
37.38, 0.63311, 0.343348, 0.455729, 0.62741, 0.0906338
37.39, 0.630743, 0.348624, 0.458401, 0.625095, 0.0901664
37.4, 0.628294, 0.353856, 0.461015, 0.622699, 0.0896872
37.41, 0.625763, 0.359041, 0.463568, 0.620221, 0.0891964
37.42, 0.62315, 0.364179, 0.46606, 0.617663, 0.088694
37.43, 0.620456, 0.36927, 0.468492, 0.615025, 0.0881801
37.44, 0.61768, 0.374312, 0.470863, 0.612306, 0.0876547
37.45, 0.614825, 0.379305, 0.473172, 0.609507, 0.0871179
37.46, 0.611889, 0.384249, 0.47542, 0.606628, 0.0865697
37.47, 0.608873, 0.389142, 0.477605, 0.60367, 0.0860103
37.48, 0.605778, 0.393984, 0.479728, 0.600633, 0.0854396
37.49, 0.602604, 0.398774, 0.481788, 0.597518, 0.0848578
37.5, 0.599351, 0.403512, 0.483785, 0.594324, 0.0842649
37.51, 0.59602, 0.408196, 0.485718, 0.591052, 0.0836609
37.52, 0.592612, 0.412827, 0.487588, 0.587703, 0.083046
37.53, 0.589126, 0.417403, 0.489394, 0.584277, 0.0824203
37.54, 0.585563, 0.421925, 0.491136, 0.580773, 0.0817837
37.55, 0.581924, 0.42639, 0.492813, 0.577194, 0.0811364
37.56, 0.57821, 0.430799, 0.494426, 0.573538, 0.0804785
37.57, 0.57442, 0.435152, 0.495973, 0.569807, 0.0798099
37.58, 0.570555, 0.439446, 0.497456, 0.566001, 0.0791309
37.59, 0.566616, 0.443683, 0.498873, 0.56212, 0.0784415
37.6, 0.562603, 0.447861, 0.500224, 0.558165, 0.0777418
37.61, 0.558516, 0.451979, 0.501509, 0.554136, 0.0770318
37.62, 0.554357, 0.456037, 0.502729, 0.550034, 0.0763116
37.63, 0.550126, 0.460035, 0.503882, 0.545859, 0.0755814
37.64, 0.545823, 0.463972, 0.504968, 0.541612, 0.0748412
37.65, 0.541449, 0.467847, 0.505988, 0.537294, 0.0740911
37.66, 0.537005, 0.47166, 0.506941, 0.532904, 0.0733312
37.67, 0.53249, 0.475411, 0.507827, 0.528443, 0.0725615
37.68, 0.527907, 0.479098, 0.508646, 0.523912, 0.0717823
37.69, 0.523255, 0.482721, 0.509398, 0.519311, 0.0709935
37.7, 0.518534, 0.48628, 0.510083, 0.514642, 0.0701954
37.71, 0.513746, 0.489774, 0.5107, 0.509904, 0.0693878
37.72, 0.508891, 0.493203, 0.511249, 0.505097, 0.0685711
37.73, 0.503971, 0.496566, 0.511731, 0.500224, 0.0677452
