r, Channel 1
27.83, 0.400321
27.84, 0.40459
27.85, 0.408851
27.86, 0.413102
27.87, 0.417344
27.88, 0.421577
27.89, 0.425802
27.9, 0.430016
27.91, 0.434222
27.92, 0.438418
27.93, 0.442604
27.94, 0.446781
27.95, 0.450948
27.96, 0.455106
27.97, 0.459253
27.98, 0.463391
27.99, 0.467518
28, 0.471635
28.01, 0.475742
28.02, 0.479839
28.03, 0.483925
28.04, 0.488001
28.05, 0.492066
28.06, 0.49612
28.07, 0.500164
28.08, 0.504196
28.09, 0.508218
28.1, 0.512229
28.11, 0.516228
28.12, 0.520217
28.13, 0.524194
28.14, 0.528159
28.15, 0.532113
28.16, 0.536056
28.17, 0.539987
28.18, 0.543906
28.19, 0.547813
28.2, 0.551709
28.21, 0.555592
28.22, 0.559463
28.23, 0.563322
28.24, 0.567169
28.25, 0.571004
28.26, 0.574826
28.27, 0.578636
28.28, 0.582433
28.29, 0.586217
28.3, 0.589989
28.31, 0.593748
28.32, 0.597493
28.33, 0.601226
28.34, 0.604946
28.35, 0.608653
28.36, 0.612346
28.37, 0.616026
28.38, 0.619693
28.39, 0.623346
28.4, 0.626986
28.41, 0.630612
28.42, 0.634224
28.43, 0.637823
28.44, 0.641408
28.45, 0.644978
28.46, 0.648535
28.47, 0.652078
28.48, 0.655606
28.49, 0.65912
28.5, 0.66262
28.51, 0.666106
28.52, 0.669577
28.53, 0.673033
28.54, 0.676475
28.55, 0.679902
28.56, 0.683314
28.57, 0.686711
28.58, 0.690094
28.59, 0.693461
28.6, 0.696814
28.61, 0.700151
28.62, 0.703473
28.63, 0.706779
28.64, 0.710071
28.65, 0.713347
28.66, 0.716607
28.67, 0.719852
28.68, 0.723081
28.69, 0.726294
28.7, 0.729492
28.71, 0.732674
28.72, 0.735839
28.73, 0.738989
28.74, 0.742123
28.75, 0.745241
28.76, 0.748342
28.77, 0.751427
28.78, 0.754496
28.79, 0.757548
28.8, 0.760584
28.81, 0.763603
28.82, 0.766606
28.83, 0.769592
28.84, 0.772562
28.85, 0.775514
28.86, 0.77845
28.87, 0.781369
28.88, 0.78427
28.89, 0.787155
28.9, 0.790023
28.91, 0.792873
28.92, 0.795706
28.93, 0.798522
28.94, 0.80132
28.95, 0.804101
28.96, 0.806865
28.97, 0.809611
28.98, 0.81234
28.99, 0.81505
29, 0.817743
29.01, 0.820419
29.02, 0.823076
29.03, 0.825715
29.04, 0.828337
29.05, 0.830941
29.06, 0.833526
29.07, 0.836093
29.08, 0.838642
29.09, 0.841173
29.1, 0.843686
29.11, 0.84618
29.12, 0.848656
29.13, 0.851114
29.14, 0.853552
29.15, 0.855973
29.16, 0.858375
29.17, 0.860758
29.18, 0.863122
29.19, 0.865468
29.2, 0.867794
29.21, 0.870102
29.22, 0.872391
29.23, 0.874661
29.24, 0.876912
29.25, 0.879144
29.26, 0.881357
29.27, 0.88355
29.28, 0.885725
29.29, 0.88788
29.3, 0.890016
29.31, 0.892132
29.32, 0.894229
29.33, 0.896307
29.34, 0.898365
29.35, 0.900404
29.36, 0.902423
29.37, 0.904422
29.38, 0.906402
29.39, 0.908362
29.4, 0.910302
29.41, 0.912223
29.42, 0.914123
29.43, 0.916004
29.44, 0.917865
29.45, 0.919706
29.46, 0.921526
29.47, 0.923327
29.48, 0.925108
29.49, 0.926869
29.5, 0.928609
29.51, 0.930329
29.52, 0.932029
29.53, 0.933709
29.54, 0.935369
29.55, 0.937008
29.56, 0.938627
29.57, 0.940225
29.58, 0.941803
29.59, 0.94336
29.6, 0.944897
29.61, 0.946413
29.62, 0.947909
29.63, 0.949384
29.64, 0.950839
29.65, 0.952273
29.66, 0.953686
29.67, 0.955078
29.68, 0.95645
29.69, 0.957801
29.7, 0.959131
29.71, 0.96044
29.72, 0.961728
29.73, 0.962995
29.74, 0.964242
29.75, 0.965467
29.76, 0.966672
29.77, 0.967855
29.78, 0.969017
29.79, 0.970159
29.8, 0.971279
29.81, 0.972378
29.82, 0.973456
29.83, 0.974512
29.84, 0.975548
29.85, 0.976562
29.86, 0.977555
29.87, 0.978527
29.88, 0.979478
29.89, 0.980407
29.9, 0.981315
29.91, 0.982202
29.92, 0.983067
29.93, 0.983911
29.94, 0.984733
29.95, 0.985534
29.96, 0.986314
29.97, 0.987072
29.98, 0.987809
29.99, 0.988524
